,IE0005042456,IE000BI0GCN3,IE000T9EOCL3,IE00B0M62X26,IE00B14X4Q57,IE00B1XNHC34,IE00B3FH7618,IE00B3ZW0K18,IE00B52MJY50,IE00B52VJ196,IE00B5M4WH52,IE00B66F4759,IE00B9M6RS56,IE00BD8PGZ49,IE00BDFK1573,IE00BDZVH966,IE00BFNM3G45,IE00BGPP6697,IE00BH4G7D40,IE00BHZPJ015,IE00BHZPJ239,IE00BHZPJ452,IE00BHZPJ783,IE00BHZPJ908,IE00BLDGH553,IE00BMDFDY08,IE00BMG6Z448,IE00BYYHSM20,IE00BYZTVT56,IE00BZ173V67,IE00BZ1NCS44
577,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825,4.80042503674825
578,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635,4.8118250370025635
579,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761,4.823008378346761
580,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691,4.835541725158691
581,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687,4.847025060653687
582,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815,4.8585083961486815
583,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863,4.869291718800863
584,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206,4.879658381144206
585,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529,4.889083385467529
586,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895,4.8990750471750895
587,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459,4.908750057220459
588,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252,4.917408386866252
589,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272,4.926841719945272
590,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703,4.93551672299703
591,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667,4.942958402633667
592,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131,4.951433388392131
593,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975,4.9625833829243975
594,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407,4.973991711934407
595,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402,4.986358372370402
596,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457,4.998900032043457
597,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114,5.010408369700114
598,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407,5.021750036875407
599,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891,5.032525030771891
600,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341,5.040191698074341
601,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765,5.047666692733765
602,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573,5.0565833568573
603,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325,5.067033354441325
